last_name_first_name,player_id,year,player_age,ab,pa,hit,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,babip,b_gnd_into_dp,b_hit_ground,b_out_ground,xba,barrel_batted_rate,hard_hit_percent,pull_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,gb_babip,straightaway_percent,shift_allowed
"Thomas, Lane",657041,2024,28,472,528,112,0.237,0.4,0.309,0.709,0.298,5,35,98,0.24,7.4,40.6,40,22.9,39.1,26.8,23.2,0.2631578947368421,37.1,Shift Banned
"Verdugo, Alex",657077,2024,28,559,621,130,0.233,0.356,0.291,0.647,0.253,14,47,190,0.247,5.7,34.9,34.9,29.5,49.6,23,22.4,0.19831223628691982,35.599999999999994,Shift Banned
"Wong, Connor",657136,2024,28,447,487,125,0.28,0.425,0.333,0.758,0.348,7,48,101,0.229,6.3,34.5,40.2,26.2,44.3,24.1,22.6,0.3221476510067114,33.599999999999994,Shift Banned
"DeJong, Paul",657557,2024,30,445,482,101,0.227,0.427,0.276,0.703,0.285,9,21,73,0.216,10.2,41.5,42.9,22.8,32,33.3,24.5,0.22340425531914893,34.3,Shift Banned
"Laureano, Ramón",657656,2024,29,286,309,74,0.259,0.437,0.311,0.748,0.35,5,21,53,0.229,12.6,40.8,43.5,25.1,38.7,30.4,27.7,0.28378378378378377,31.4,Shift Banned
"Sheets, Gavin",657757,2024,28,451,501,105,0.233,0.357,0.303,0.66,0.281,6,31,98,0.248,5.8,35.3,39.1,26.7,37.1,23,31.6,0.24031007751937986,34.2,Shift Banned
"Ohtani, Shohei",660271,2024,29,636,731,197,0.31,0.646,0.39,1.036,0.336,7,50,124,0.31,21.5,60.1,43.6,23.8,36.3,31.3,26.9,0.28735632183908044,32.599999999999994,Shift Banned
"Ruiz, Keibert",660688,2024,25,459,485,105,0.229,0.359,0.26,0.619,0.232,13,25,119,0.25,3.2,25.6,48.5,14.1,35.1,29.8,23.7,0.1736111111111111,37.4,Shift Banned
"Sánchez, Jesús",660821,2024,26,489,537,123,0.252,0.417,0.313,0.73,0.315,12,44,133,0.261,12.3,51.3,31.8,28.7,50.3,21.6,24.4,0.24858757062146894,39.5,Shift Banned
"Contreras, William",661388,2024,26,595,679,167,0.281,0.466,0.365,0.831,0.33,19,73,175,0.261,10,49.5,36.6,24.2,54,19.4,21.4,0.29435483870967744,39.2,Shift Banned
"Varsho, Daulton",662139,2024,27,459,513,98,0.214,0.407,0.293,0.7,0.262,2,33,74,0.185,6.2,34,47.5,23.5,33,30.6,18.2,0.308411214953271,29,Shift Banned
"Perkins, Blake",663368,2024,27,383,434,92,0.24,0.332,0.316,0.648,0.313,3,46,87,0.218,3.9,37.7,32.4,26.7,47.3,26.3,20.6,0.3458646616541353,40.89999999999999,Shift Banned
"Nootbaar, Lars",663457,2024,26,348,405,85,0.244,0.417,0.342,0.759,0.281,10,38,103,0.261,9.9,49.5,34.8,23.1,51.6,19,24.2,0.2695035460992908,42.1,Shift Banned
"Hoerner, Nico",663538,2024,27,582,641,159,0.273,0.373,0.335,0.708,0.297,8,59,169,0.281,1.2,27.6,33.3,29.3,43.9,19.5,29.9,0.25877192982456143,37.400000000000006,Shift Banned
"Riley, Austin",663586,2024,27,425,469,109,0.256,0.461,0.322,0.783,0.31,6,30,82,0.265,15,53.4,35.9,26.5,36.2,31.1,26.9,0.26785714285714285,37.599999999999994,Shift Banned
"Larnach, Trevor",663616,2024,27,355,400,92,0.259,0.434,0.338,0.772,0.304,12,35,83,0.251,10.1,45.1,42.5,23.9,44,26.9,25.4,0.2966101694915254,33.6,Shift Banned
"Mountcastle, Ryan",663624,2024,27,473,507,128,0.271,0.425,0.308,0.733,0.327,13,42,120,0.271,8.8,45.2,27.4,33.4,44.4,23.6,27.4,0.25925925925925924,39.199999999999996,Shift Banned
"Hayes, Ke'Bryan",663647,2024,27,365,396,85,0.233,0.29,0.283,0.573,0.279,12,40,113,0.244,2.4,42.9,23.1,32,52,17,25.2,0.26143790849673204,44.900000000000006,Shift Banned
"Tucker, Kyle",663656,2024,27,277,339,80,0.289,0.585,0.408,0.993,0.282,5,14,47,0.275,12.9,44.9,41.8,32.4,27.1,41.3,24.4,0.22950819672131148,25.800000000000004,Shift Banned
"India, Jonathan",663697,2024,27,533,637,132,0.248,0.392,0.357,0.749,0.292,16,39,141,0.262,7.7,36.5,41.2,19.4,43.2,22.8,26.6,0.21666666666666667,39.4,Shift Banned
"Raleigh, Cal",663728,2024,27,546,628,120,0.22,0.436,0.312,0.748,0.251,7,33,84,0.229,15.5,48.1,45.5,21,31.1,36.7,21.3,0.28205128205128205,33.5,Shift Banned
"Fortes, Nick",663743,2024,27,308,335,70,0.227,0.318,0.259,0.577,0.246,6,29,99,0.224,1.4,22.6,41.2,24.4,45.9,17.9,21.9,0.2265625,34.4,Shift Banned
"Vierling, Matt",663837,2024,27,518,567,133,0.257,0.423,0.312,0.735,0.303,9,46,123,0.252,7.5,40.9,36.8,25.6,42,23.6,26.4,0.27218934911242604,37.6,Shift Banned
"Stephenson, Tyler",663886,2024,27,457,515,118,0.258,0.444,0.338,0.782,0.307,9,39,124,0.238,9.1,43.9,39.2,24.3,47.7,27.2,21.3,0.2392638036809816,36.5,Shift Banned
"Rodgers, Brendan",663898,2024,27,501,539,134,0.267,0.407,0.314,0.721,0.338,12,55,156,0.246,5.7,44.1,33.3,22.3,56.7,16.9,23.4,0.26066350710900477,44.400000000000006,Shift Banned
"Lowe, Nathaniel",663993,2024,28,486,565,129,0.265,0.401,0.361,0.762,0.324,9,49,128,0.25,5.8,40,27.9,31.2,48.5,22.5,25.5,0.2768361581920904,40.89999999999999,Shift Banned
"Happ, Ian",664023,2024,29,569,657,138,0.243,0.441,0.341,0.782,0.299,7,44,114,0.24,11.7,45.2,38.7,27.3,39.2,30.3,22.8,0.27848101265822783,34,Shift Banned
"France, Ty",664034,2024,29,479,535,112,0.234,0.365,0.305,0.67,0.277,16,38,129,0.225,7.3,40,33.2,30,45.1,27.3,21.1,0.2275449101796407,36.8,Shift Banned
"Lowe, Brandon",664040,2024,29,385,425,94,0.244,0.473,0.311,0.784,0.287,7,19,81,0.248,12.4,44.7,44,17.8,36.4,31.6,26.2,0.19,38.2,Shift Banned
"Bader, Harrison",664056,2024,30,402,437,95,0.236,0.373,0.284,0.657,0.276,6,34,102,0.241,6.4,35.5,45.4,17.9,43.5,23.6,24.3,0.25,36.7,Shift Banned
"Moore, Dylan",664238,2024,31,368,441,74,0.201,0.367,0.32,0.687,0.267,8,19,56,0.196,8.8,36.3,49.8,19.1,29.9,33.5,25.5,0.25333333333333335,31.1,Shift Banned
"Isbel, Kyle",664728,2024,27,384,426,88,0.229,0.367,0.287,0.654,0.276,4,39,122,0.231,3.9,36.3,40.5,26.1,52.6,19.9,19.9,0.2422360248447205,33.4,Shift Banned
"Bohm, Alec",664761,2024,27,554,606,155,0.28,0.448,0.332,0.78,0.305,18,52,168,0.283,6.8,45.6,34.2,28.3,46.4,23.4,25.7,0.23636363636363636,37.5,Shift Banned
"Wade Jr., LaMonte",664774,2024,30,331,401,86,0.26,0.381,0.38,0.761,0.331,2,18,79,0.253,9.4,44.1,39.6,22.4,39.6,25.7,31.4,0.18556701030927836,38,Shift Banned
"Brown, Seth",664913,2024,31,372,400,86,0.231,0.379,0.282,0.661,0.291,7,31,74,0.23,8.5,40.6,37.9,24.9,40.2,28.4,23.4,0.29523809523809524,37.2,Shift Banned
"McCarthy, Jake",664983,2024,26,442,495,126,0.285,0.4,0.349,0.749,0.329,4,54,140,0.265,2.7,24.5,35.5,24.5,52.2,21,21.8,0.27835051546391754,40,Shift Banned
"Peña, Jeremy",665161,2024,26,602,650,160,0.266,0.394,0.308,0.702,0.301,15,70,182,0.262,5.4,38.8,40.2,22.6,50.4,23,21.8,0.2777777777777778,37.199999999999996,Shift Banned
"Tatis Jr., Fernando",665487,2024,25,398,438,110,0.276,0.492,0.34,0.832,0.316,8,32,108,0.294,14.6,55.8,38.9,25.4,46.2,26.1,24.1,0.22857142857142856,35.7,Shift Banned
"Guerrero Jr., Vladimir",665489,2024,25,616,697,199,0.323,0.544,0.396,0.94,0.342,16,65,185,0.316,13.8,54.9,33.6,24.6,47.7,21.2,26.9,0.26,41.800000000000004,Shift Banned
"Soto, Juan",665742,2024,25,576,713,166,0.288,0.569,0.419,0.988,0.298,10,44,162,0.31,19.8,57,42.3,21.9,44.7,27.8,22.8,0.21359223300970873,35.800000000000004,Shift Banned
"Taveras, Leody",665750,2024,25,480,529,110,0.229,0.352,0.289,0.641,0.272,8,38,116,0.238,5.9,35.5,29.9,32.8,41.1,27.2,23.2,0.24675324675324675,37.3,Shift Banned
"Amaya, Miguel",665804,2024,25,328,363,76,0.232,0.357,0.288,0.645,0.261,5,24,100,0.249,4.8,33.9,34.3,31.8,45.3,23,25.2,0.1935483870967742,33.900000000000006,Shift Banned
"Cabrera, Oswaldo",665828,2024,25,299,326,74,0.247,0.365,0.296,0.661,0.286,6,26,80,0.248,3.8,34.9,36.5,22.8,44,23.2,25.3,0.24528301886792453,40.7,Shift Banned
"Cruz, Oneil",665833,2024,25,541,599,140,0.259,0.449,0.324,0.773,0.347,8,50,125,0.259,15.7,54.9,39.3,24.7,48.1,20.6,25.3,0.2857142857142857,36,Shift Banned
"Chisholm Jr., Jazz",665862,2024,26,562,621,144,0.256,0.436,0.324,0.76,0.309,6,62,143,0.237,9.8,41.1,41.3,17.5,49.8,25,18.9,0.3024390243902439,41.2,Shift Banned
"Giménez, Andrés",665926,2024,25,583,633,147,0.252,0.34,0.298,0.638,0.286,11,66,187,0.261,2.8,28.5,37.6,24.6,51.1,18.4,24,0.2608695652173913,37.8,Shift Banned
"Fermin, Freddy",666023,2024,29,339,368,92,0.271,0.366,0.319,0.685,0.319,10,43,98,0.241,3.2,33.9,45.5,18.8,50.9,21.3,20.6,0.3049645390070922,35.7,Shift Banned
"Lowe, Josh",666139,2024,26,353,387,85,0.241,0.391,0.302,0.693,0.338,2,29,54,0.225,10.3,46.1,34.1,33.2,35.8,29.3,27.6,0.3493975903614458,32.7,Shift Banned
"Fitzgerald, Tyler",666149,2024,26,314,341,88,0.28,0.497,0.334,0.831,0.38,2,28,45,0.226,8.3,31.9,49.8,24.2,35.3,33.3,24.6,0.3835616438356164,26.000000000000004,Shift Banned
"Hamilton, David",666152,2024,26,294,317,73,0.248,0.395,0.303,0.698,0.316,1,24,56,0.229,5.6,32.2,41.1,27.6,37.4,29.4,28,0.3,31.299999999999997,Shift Banned
"Lux, Gavin",666158,2024,26,439,487,110,0.251,0.383,0.32,0.703,0.312,8,42,119,0.254,6.1,41.1,35,22.4,48.6,19.3,26.6,0.2608695652173913,42.6,Shift Banned
"Moniak, Mickey",666160,2024,26,392,418,86,0.219,0.38,0.266,0.646,0.272,3,24,77,0.219,9.4,34.4,46.6,20.4,36.2,29,21.1,0.2376237623762376,33,Shift Banned
"Rortvedt, Ben",666163,2024,26,290,328,66,0.228,0.303,0.317,0.62,0.317,6,22,73,0.202,3.5,30.7,31.7,28.7,47,20.8,24.8,0.23157894736842105,39.599999999999994,Shift Banned
"Adell, Jo",666176,2024,25,405,451,84,0.207,0.402,0.28,0.682,0.244,9,17,83,0.222,11.8,44.7,41.1,24.8,35.5,31.6,23.8,0.17,34.099999999999994,Shift Banned
"Benson, Will",666181,2024,26,343,388,64,0.187,0.376,0.274,0.65,0.282,3,14,55,0.179,11.5,40.1,49.5,19.3,35.9,35.4,22.9,0.2028985507246377,31.2,Shift Banned
"Bichette, Bo",666182,2024,26,311,336,70,0.225,0.322,0.277,0.599,0.269,12,24,93,0.248,4.5,43.5,26.9,36.5,47,17.7,30.9,0.20512820512820512,36.599999999999994,Shift Banned
"Naylor, Bo",666310,2024,24,354,389,71,0.201,0.35,0.264,0.614,0.262,3,21,64,0.194,8.1,37.7,43.2,20.3,36,30.1,22,0.24705882352941178,36.5,Shift Banned
"Julien, Edouard",666397,2024,25,266,301,53,0.199,0.323,0.292,0.615,0.288,2,16,58,0.193,9.8,37.8,36,31.1,45.1,31.7,23.2,0.21621621621621623,32.9,Shift Banned
"Morel, Christopher",666624,2024,25,535,611,105,0.196,0.346,0.288,0.634,0.233,15,41,131,0.222,10.3,40.4,45.7,16.8,45.1,25.2,17.6,0.23837209302325582,37.5,Shift Banned
"García, Adolis",666969,2024,31,580,637,130,0.224,0.4,0.284,0.684,0.273,12,40,119,0.223,12.5,48.2,34.7,29.8,38.9,31.3,22,0.25157232704402516,35.5,Shift Banned
"Gurriel Jr., Lourdes",666971,2024,30,513,553,143,0.279,0.435,0.322,0.757,0.313,16,42,117,0.265,6.7,40,40.5,27.6,38.1,27.1,26.1,0.2641509433962264,31.9,Shift Banned
"Rooker, Brent",667670,2024,29,546,614,160,0.293,0.562,0.365,0.927,0.362,5,44,82,0.263,16.7,49.6,42.6,24.7,33.8,34.3,23.3,0.3492063492063492,32.7,Shift Banned
"Arozarena, Randy",668227,2024,29,549,648,120,0.219,0.388,0.332,0.72,0.275,7,45,126,0.213,8.4,43.5,42.4,19.5,44.5,27.6,19,0.2631578947368421,38.1,Shift Banned
"Rogers, Jake",668670,2024,29,310,337,61,0.197,0.352,0.255,0.607,0.251,6,18,68,0.215,9.9,41.8,44.1,17.4,40.4,32.9,21.1,0.20930232558139536,38.5,Shift Banned
"Bleday, JJ",668709,2024,26,572,642,139,0.243,0.437,0.324,0.761,0.279,8,37,119,0.238,8.3,36.2,41.3,22.8,34.8,31.3,25.2,0.23717948717948717,35.900000000000006,Shift Banned
"Steer, Spencer",668715,2024,26,574,656,129,0.225,0.402,0.319,0.721,0.26,5,37,129,0.234,6.4,39.9,42.8,24.6,37.8,29.4,23,0.22289156626506024,32.6,Shift Banned
"Reynolds, Bryan",668804,2024,29,622,692,171,0.275,0.447,0.344,0.791,0.33,7,58,158,0.268,9.6,45.4,35.2,27.3,46.1,26.7,24.9,0.26851851851851855,37.5,Shift Banned
"Vientos, Mark",668901,2024,24,413,454,110,0.266,0.516,0.322,0.838,0.324,6,38,87,0.241,14.2,46.6,36,20.8,44.2,24.4,24.4,0.304,43.2,Shift Banned
"Lewis, Royce",668904,2024,25,292,325,68,0.233,0.452,0.295,0.747,0.251,5,21,61,0.238,11.2,37.7,46.6,19.3,36.8,30.5,21.1,0.25609756097560976,34.099999999999994,Shift Banned
"Turang, Brice",668930,2024,24,559,619,142,0.254,0.349,0.316,0.665,0.3,8,64,184,0.261,2.4,29.7,24,34.2,53.7,17.7,24.5,0.25806451612903225,41.8,Shift Banned
"Rutschman, Adley",668939,2024,26,571,638,143,0.25,0.391,0.318,0.709,0.272,9,38,128,0.254,6.1,36.6,41.5,23.6,34.9,32,25.5,0.2289156626506024,34.9,Shift Banned
"Rojas, Josh",668942,2024,30,422,476,95,0.225,0.336,0.304,0.64,0.282,6,37,91,0.221,5.7,38.2,38.2,24.3,40.4,29,24.3,0.2890625,37.5,Shift Banned
"Melendez, MJ",669004,2024,25,412,451,85,0.206,0.4,0.273,0.673,0.241,3,27,98,0.237,8.4,45.2,44.1,22.4,41.8,28.8,20.4,0.216,33.5,Shift Banned
"Marsh, Brandon",669016,2024,26,418,476,104,0.249,0.419,0.328,0.747,0.348,2,26,80,0.233,10,47.4,37.4,30,39.3,28.5,28.5,0.24528301886792453,32.6,Shift Banned
"Langeliers, Shea",669127,2024,26,482,534,108,0.224,0.45,0.288,0.738,0.252,15,23,106,0.237,12.8,44,45.2,16,37.6,30,22.4,0.17829457364341086,38.8,Shift Banned
"Wells, Austin",669224,2024,24,354,414,81,0.229,0.395,0.322,0.717,0.261,9,22,81,0.242,9.1,38.9,37.8,28.7,37.5,29.1,24.7,0.21359223300970873,33.5,Shift Banned
"Smith, Will",669257,2024,29,476,544,118,0.248,0.433,0.327,0.76,0.273,8,31,94,0.238,10.9,42,31.9,26.4,33,40.4,22.2,0.248,41.699999999999996,Shift Banned
"Espinal, Santiago",669289,2024,29,357,391,88,0.246,0.356,0.295,0.651,0.265,7,29,94,0.258,1.9,24.1,37,32.5,39.5,25.1,27.3,0.23577235772357724,30.5,Shift Banned
"Miranda, Jose",669304,2024,26,401,429,114,0.284,0.441,0.322,0.763,0.318,13,33,98,0.255,5.9,38.9,40.1,20.9,38.6,26.3,26.3,0.25190839694656486,39,Shift Banned
"Gorman, Nolan",669357,2024,24,365,402,74,0.203,0.4,0.271,0.671,0.279,2,14,55,0.206,16.7,38.6,40.3,17.1,31.9,38.9,21.8,0.2028985507246377,42.6,Shift Banned
"Edwards, Xavier",669364,2024,24,265,303,87,0.328,0.423,0.397,0.82,0.398,0,36,78,0.252,1.8,24.3,24.8,29.8,52.3,19.3,27.1,0.3157894736842105,45.400000000000006,Shift Banned
"Burger, Jake",669394,2024,28,535,579,134,0.25,0.46,0.301,0.761,0.292,11,48,123,0.253,12.4,46.8,42.4,20.6,44,28.3,20.8,0.2807017543859649,37,Shift Banned
"Smith, Josh",669701,2024,26,523,592,135,0.258,0.394,0.337,0.731,0.311,6,45,116,0.242,3.7,37.1,43.7,20.4,39.6,29,25.3,0.2795031055900621,35.9,Shift Banned
"Triolo, Jared",669707,2024,26,394,446,85,0.216,0.315,0.296,0.611,0.279,5,31,85,0.226,5.4,39.1,37.4,26,41.3,26,28.1,0.2672413793103448,36.6,Shift Banned
"Toglia, Michael",669911,2024,25,399,458,87,0.218,0.456,0.311,0.767,0.27,7,11,79,0.241,17.3,50.2,41.6,21.2,35.3,36.1,24.7,0.12222222222222222,37.2,Shift Banned
"Lopez, Nicky",670032,2024,29,398,445,96,0.241,0.294,0.312,0.606,0.288,3,45,146,0.227,1.5,16.9,29.7,30.9,56.7,19.3,19.6,0.2356020942408377,39.4,Shift Banned
"Raley, Luke",670042,2024,29,404,455,98,0.243,0.463,0.32,0.783,0.305,2,36,93,0.22,11.1,41.8,44,21.2,47.3,24.5,21.2,0.27906976744186046,34.8,Shift Banned
"Alvarez, Yordan",670541,2024,27,552,635,170,0.308,0.567,0.392,0.959,0.317,14,56,98,0.299,14.5,49.7,36.4,25.2,33.4,36.2,23.9,0.36363636363636365,38.400000000000006,Shift Banned
"Paredes, Isaac",670623,2024,25,542,641,129,0.238,0.393,0.346,0.739,0.259,17,23,114,0.221,4.5,27.1,51.9,18.7,30.9,29.3,25.5,0.1678832116788321,29.400000000000002,Shift Banned
"Friedl, TJ",670770,2024,28,297,341,67,0.226,0.38,0.31,0.69,0.229,1,23,73,0.223,3.2,31.5,47.4,19.9,38.2,27.9,24.3,0.23958333333333334,32.7,Shift Banned
"Ramos, Heliot",671218,2024,24,475,518,128,0.269,0.469,0.322,0.791,0.329,12,44,105,0.245,14.7,47.5,30.2,28.8,43.3,27,24.4,0.2953020134228188,41,Shift Banned
"García Jr., Luis",671277,2024,24,500,528,141,0.282,0.444,0.318,0.762,0.31,12,51,150,0.275,8,41.7,26.3,27.5,48.4,25.1,23.9,0.2537313432835821,46.2,Shift Banned
"Freeman, Tyler",671289,2024,25,330,383,69,0.209,0.321,0.305,0.626,0.227,15,28,102,0.236,3.2,34.6,39.9,24.4,45.9,23.7,22.6,0.2153846153846154,35.7,Shift Banned
"Butler, Lawrence",671732,2024,23,412,451,108,0.262,0.49,0.317,0.807,0.301,8,31,103,0.253,11.1,47.4,31.2,26.6,43.5,26.3,26,0.23134328358208955,42.199999999999996,Shift Banned
"Harris II, Michael",671739,2024,23,440,470,116,0.264,0.418,0.304,0.722,0.3,6,43,128,0.28,10,47,40.7,22.6,49,19.5,24.9,0.25146198830409355,36.699999999999996,Shift Banned
"Bailey, Patrick",672275,2024,25,401,448,94,0.234,0.339,0.298,0.637,0.287,10,26,101,0.255,5.5,43,37.2,23.6,41.1,24.9,30.7,0.2047244094488189,39.199999999999996,Shift Banned
"Siani, Michael",672279,2024,24,298,334,68,0.228,0.285,0.285,0.57,0.322,2,34,99,0.204,2.3,22.6,33.5,30.7,61,15.1,21.1,0.2556390977443609,35.8,Shift Banned
"Kelenic, Jarred",672284,2024,24,412,449,95,0.231,0.393,0.286,0.679,0.3,5,22,78,0.238,9.9,45.2,43.5,21.6,35.3,30,29,0.22,34.9,Shift Banned
"Kirk, Alejandro",672386,2024,25,340,386,86,0.253,0.359,0.319,0.678,0.276,11,29,108,0.253,6.7,40.9,29.9,31.5,46,19.1,25.8,0.2116788321167883,38.599999999999994,Shift Banned
"Moreno, Gabriel",672515,2024,24,305,351,81,0.266,0.38,0.353,0.733,0.303,10,37,90,0.251,6.6,41,27.3,30.9,49.6,21.1,23.8,0.29133858267716534,41.800000000000004,Shift Banned
"Garcia, Maikel",672580,2024,24,575,626,133,0.231,0.332,0.281,0.613,0.268,7,46,192,0.259,3.7,42.8,29.7,29.1,49.5,20.4,26.6,0.19327731092436976,41.199999999999996,Shift Banned
"Lopez, Otto",672640,2024,25,403,434,109,0.27,0.377,0.313,0.69,0.318,13,48,132,0.272,5.1,38.9,31.3,25,54.2,20.2,22.3,0.26666666666666666,43.7,Shift Banned
"Perdomo, Geraldo",672695,2024,24,337,388,92,0.273,0.374,0.344,0.718,0.317,5,40,88,0.231,3.1,25.8,36.4,28.2,44,25.1,21.6,0.3125,35.400000000000006,Shift Banned
"Pérez, Wenceel",672761,2024,24,389,425,94,0.242,0.383,0.3,0.683,0.294,5,27,81,0.24,4.4,30.6,39.7,22.7,36,26,27.7,0.25,37.599999999999994,Shift Banned
"Sosa, Lenyn",672820,2024,24,351,369,89,0.254,0.359,0.283,0.642,0.303,5,33,79,0.276,6.1,41.2,30.7,28.5,40.4,22.7,30.7,0.29464285714285715,40.8,Shift Banned
"Diaz, Yainer",673237,2024,25,585,619,175,0.299,0.441,0.325,0.766,0.338,22,58,191,0.296,7.6,47.5,38.3,21.2,51.2,18.7,25.5,0.23293172690763053,40.5,Shift Banned
"Robert Jr., Luis",673357,2024,26,393,425,88,0.224,0.379,0.278,0.657,0.31,8,27,71,0.211,9.9,40.7,34.4,27.3,38.7,26.9,27.7,0.2755102040816326,38.3,Shift Banned
"Kim, Ha-Seong",673490,2024,28,403,470,94,0.233,0.37,0.33,0.7,0.261,8,35,102,0.245,4.8,35.4,42.3,22.8,41.1,24.3,24,0.25547445255474455,34.900000000000006,Shift Banned
"Suzuki, Seiya",673548,2024,29,512,585,145,0.283,0.482,0.366,0.848,0.37,6,48,72,0.252,11.5,49.2,32.6,22.5,33.7,34,26.7,0.4,44.900000000000006,Shift Banned
"Westburg, Jordan",676059,2024,25,416,447,110,0.264,0.481,0.312,0.793,0.305,5,34,100,0.275,11.8,46.1,38.3,22.1,41.7,26.2,26.5,0.2537313432835821,39.6,Shift Banned
"DeLuca, Jonny",676356,2024,25,332,362,72,0.217,0.331,0.278,0.609,0.265,1,25,74,0.229,3.9,28,40.5,23.7,38.5,21.4,25.3,0.25252525252525254,35.8,Shift Banned
"Clement, Ernie",676391,2024,28,434,452,114,0.263,0.408,0.284,0.692,0.266,11,36,118,0.251,3.8,24.9,42.6,20.4,38.8,27.2,24.4,0.23376623376623376,37,Shift Banned
"Burleson, Alec",676475,2024,25,547,595,147,0.269,0.42,0.314,0.734,0.276,8,49,154,0.27,6.5,41.7,33.5,27.8,42.5,25.5,25.5,0.2413793103448276,38.7,Shift Banned
"Caballero, José",676609,2024,27,441,483,100,0.227,0.347,0.283,0.63,0.301,6,37,96,0.213,5.1,25.2,49.4,14.3,42.4,21.7,24.8,0.2781954887218045,36.3,Shift Banned
"Meyers, Jake",676694,2024,28,461,513,101,0.219,0.36,0.286,0.646,0.263,17,30,125,0.233,6.9,37,43.9,21.9,44.2,27.4,21.7,0.1935483870967742,34.2,Shift Banned
"Schneider, Davis",676914,2024,25,397,454,76,0.191,0.343,0.282,0.625,0.257,2,14,63,0.195,12,38,46.1,26.7,29.8,39.9,22.1,0.18181818181818182,27.2,Shift Banned
"Rocchio, Brayan",677587,2024,23,383,442,79,0.206,0.316,0.298,0.614,0.245,11,28,115,0.21,4,22.3,37.7,21.7,47.7,25,20.7,0.1958041958041958,40.599999999999994,Shift Banned
"Rodríguez, Julio",677594,2024,23,567,613,155,0.273,0.409,0.325,0.734,0.344,10,55,129,0.27,10.2,48.4,33.4,27.4,44.6,26.2,23,0.29891304347826086,39.199999999999996,Shift Banned
"Abreu, Wilyer",677800,2024,25,399,447,101,0.253,0.459,0.322,0.781,0.326,7,31,64,0.229,11.2,50.5,43.7,23.7,34.1,34.1,23.3,0.3263157894736842,32.599999999999994,Shift Banned
"Witt Jr., Bobby",677951,2024,24,636,709,211,0.332,0.588,0.389,0.977,0.354,4,80,122,0.309,14.3,48.3,32.3,28.1,37.5,30.5,25.1,0.39603960396039606,39.6,Shift Banned
"Tovar, Ezequiel",678662,2024,22,655,695,176,0.269,0.469,0.295,0.764,0.344,16,56,105,0.231,9,39.8,36.4,27.2,34.5,33.6,24.6,0.34782608695652173,36.400000000000006,Shift Banned
"Rafaela, Ceddanne",678882,2024,23,544,571,134,0.246,0.39,0.274,0.664,0.312,8,40,129,0.227,7.5,36.9,37.2,26.1,42.5,26.4,22.9,0.23668639053254437,36.699999999999996,Shift Banned
"Rojas, Johan",679032,2024,23,338,363,82,0.243,0.322,0.279,0.601,0.297,7,43,121,0.225,2.5,27.4,35.7,22.7,59.2,17,15.9,0.2621951219512195,41.599999999999994,Shift Banned
"Torkelson, Spencer",679529,2024,24,342,381,75,0.219,0.374,0.295,0.669,0.285,6,25,57,0.209,6.8,39.7,47.1,21,34.5,31.1,21,0.3048780487804878,31.9,Shift Banned
"Schuemann, Max",680474,2024,27,396,459,87,0.22,0.308,0.311,0.619,0.292,8,26,81,0.221,5.6,37.4,35,27.6,37.4,31.1,23.8,0.24299065420560748,37.4,Shift Banned
"Palacios, Richie",680700,2024,27,264,316,59,0.223,0.318,0.346,0.664,0.28,5,12,63,0.247,3.5,30.3,47,18.7,37.9,19.7,30.3,0.16,34.3,Shift Banned
"Kwan, Steven",680757,2024,26,480,540,140,0.292,0.425,0.368,0.793,0.304,5,44,117,0.283,2.6,23.7,30.4,32,37.4,28.3,27.8,0.2732919254658385,37.599999999999994,Shift Banned
"Duran, Jarren",680776,2024,27,671,735,191,0.285,0.492,0.342,0.834,0.345,6,69,172,0.267,9.3,43.9,29.9,30.1,46.8,21,25.6,0.2863070539419087,39.99999999999999,Shift Banned
"Jeffers, Ryan",680777,2024,27,412,465,93,0.226,0.432,0.3,0.732,0.238,9,25,102,0.224,8.3,33.8,37.2,24.9,39.1,28.9,21.2,0.1968503937007874,37.9,Shift Banned
"Gelof, Zack",680869,2024,24,497,547,105,0.211,0.362,0.27,0.632,0.296,7,36,102,0.198,8.9,37.2,41.6,20.5,43.5,27.4,22.7,0.2608695652173913,37.9,Shift Banned
"Donovan, Brendan",680977,2024,27,587,652,163,0.278,0.417,0.342,0.759,0.3,4,53,163,0.275,5.5,37.6,35.4,28.4,42.3,22.9,27.2,0.24537037037037038,36.199999999999996,Shift Banned
"Stott, Bryson",681082,2024,26,506,571,124,0.245,0.356,0.315,0.671,0.275,9,50,132,0.254,3.6,30.8,32.2,30.6,43.1,25.8,23.7,0.27472527472527475,37.199999999999996,Shift Banned
"Cowser, Colton",681297,2024,24,499,561,121,0.242,0.447,0.321,0.768,0.317,9,34,109,0.23,13.6,46.1,34.8,25.8,43.3,30.6,22.4,0.23776223776223776,39.400000000000006,Shift Banned
"O'Hoppe, Logan",681351,2024,24,479,522,117,0.244,0.409,0.303,0.712,0.318,7,30,94,0.247,12,46.3,42.3,22.4,38,29.4,26.4,0.24193548387096775,35.300000000000004,Shift Banned
"Pages, Andy",681624,2024,23,403,443,100,0.248,0.407,0.305,0.712,0.304,8,33,65,0.247,10.7,40.1,41.8,24.7,32.8,30.4,27.1,0.336734693877551,33.5,Shift Banned
